Vehicle_Number,Phone_Number,Starting_Location,Destination,Frequent_Places,cycle,ambient_temperature,capacity,voltage_measured,current_measured,temperature_measured,current_load,voltage_load,time
4515,9120250197,29,34,29,1,24,2035337,3786654,-2012087,28256091,-19990,2889,490203
964,9217797379,23,16,46,1,24,2035337,3782223,-2010869,28397944,-19990,2885,508344
3269,9124626266,11,0,0,1,24,2035337,3777943,-2010739,28518643,-19992,2881,526625
3868,8737847871,15,18,18,1,24,2035337,3773571,-2011950,28659004,-19990,2877,544922
6016,9536025769,9,20,9,1,24,2035337,3769455,-2011016,28768568,-19990,2873,563125
7938,8006256583,32,49,17,1,24,2035337,3765011,-2010484,28877964,-19990,2869,581406
7695,9073060145,8,8,38,1,24,2035337,3760933,-2010008,28979308,-19990,2864,599656
772,8788437106,7,9,39,1,24,2035337,3756919,-2009980,29083348,-19990,2861,617875
2994,7248716243,2,3,2,1,24,2035337,3752660,-2011510,29185543,-19990,2857,636047
2685,9229681682,37,24,6,1,24,2035337,3748955,-2010293,29277660,-19990,2853,654422
8799,8465426171,2,25,3,1,24,2035337,3744814,-2011007,29365782,-19990,2849,672594
5520,8155428056,5,6,44,1,24,2035337,3740930,-2010389,29439180,-19990,2845,690812
439,9817984649,8,36,31,1,24,2035337,3737184,-2010699,29502658,-19990,2841,708937
7667,9010348449,38,8,10,1,24,2035337,3732898,-2009895,29569321,-19990,2837,727266
5546,93904168110,48,47,22,1,24,2035337,3729338,-2012823,29619742,-19990,2833,745578
2778,9079940531,22,47,22,1,24,2035337,3725455,-2012296,29680008,-19990,2829,763797
651,9012886874,42,43,33,1,24,2035337,3721824,-2010416,29721655,-19992,2826,782109
81,8380287372,29,29,41,1,24,2035337,3718153,-2013910,29771807,-19992,2822,800484
9269,8259250108,24,5,37,1,24,2035337,3713987,-2011241,29816166,-19990,2819,818797
3787,8149799356,27,2,14,1,24,2035337,3710337,-2009687,29850498,-19992,2815,837016
6776,83086625910,43,19,33,1,24,2035337,3706720,-2011586,29888594,-19990,2811,855250
4761,8170294868,8,8,38,1,24,2035337,3703049,-2010212,29924372,-19990,2807,873578
3770,8808953142,15,49,49,1,24,2035337,3699426,-2009397,29968383,-19990,2804,891812
8615,7205818276,13,13,9,1,24,2035337,3695820,-2012242,29988541,-19990,2800,910141
8583,9218788297,32,18,49,1,24,2035337,3692364,-2010209,30020715,-19990,2797,928391
5379,7526639196,4,45,40,1,24,2035337,3688647,-2010432,30060782,-19992,2793,946719
4737,8748660256,19,43,19,1,24,2035337,3685300,-2012483,30098986,-19990,2789,965047
8322,8844710488,28,26,29,1,24,2035337,3681545,-2008782,30134786,-19992,2786,983391
8496,9258771038,47,47,22,1,24,2035337,3678355,-2012827,30183733,-19990,2783,1001766
1319,8899131901,42,19,19,1,24,2035337,3674650,-2009155,30240503,-19990,2779,1020172
9919,7479741117,19,33,42,1,24,2035337,3671280,-2007767,30270697,-19990,2776,1038594
3327,9017572096,5,24,44,1,24,2035337,3667911,-2012787,30319900,-19990,2773,1056922
3819,8219357269,44,5,37,1,24,2035337,3664537,-2010765,30372284,-19990,2769,1075203
851,8650867026,19,43,21,1,24,2035337,3660844,-2007808,30424876,-19992,2765,1093687
8923,7125318289,9,7,39,1,24,2035337,3657664,-2007127,30475821,-19990,2762,1112000
1206,7638510152,33,43,19,1,24,2035337,3654528,-2010518,30518742,-19990,2759,1130328
2650,7458633889,18,49,32,1,24,2035337,3651069,-2007052,30572528,-19990,2755,1148750
2804,9724551428,39,39,20,1,24,2035337,3647847,-2012129,30616213,-19990,2752,1167125
2050,8798457819,13,13,7,1,24,2035337,3644653,-2011556,30671775,-19992,2749,1185641
977,8619050185,13,20,13,1,24,2035337,3641539,-2009876,30717895,-19990,2746,1203984
6494,8685053576,22,48,22,1,24,2035337,3638348,-2013142,30780018,-19992,2743,1222406
2447,9478052945,47,48,48,1,24,2035337,3635158,-2010428,30827351,-19992,2739,1240797
3655,7705088877,15,15,32,1,24,2035337,3632082,-2012272,30874412,-19992,2736,1259156
6743,8920076981,49,17,32,1,24,2035337,3628987,-2010774,30938695,-19990,2733,1277547
2327,8204091492,19,43,33,1,24,2035337,3625626,-2009239,30995263,-19990,2730,1295906
4550,7366530936,47,22,12,1,24,2035337,3622630,-2007608,31053578,-19992,2727,1314297
4369,9290675636,13,9,20,1,24,2035337,3619480,-2010430,31106594,-19990,2724,1332687
2593,7868992537,33,42,33,1,24,2035337,3616371,-2008893,31161844,-19992,2721,1351203
7361,9556562282,1,40,35,1,24,2035337,3613457,-2008980,31204610,-19992,2718,1369687
9914,7590371829,46,11,23,1,24,2035337,3610632,-2012135,31267577,-19992,2715,1388125
2887,7522241422,31,8,8,1,24,2035337,3607492,-2009723,31318753,-19992,2712,1406578
7844,7115085796,47,22,47,1,24,2035337,3604484,-2011498,31376847,-19992,2709,1425062
5108,8387935392,3,3,25,1,24,2035337,3601436,-2013190,31426582,-19990,2706,1443609
8693,7679962544,24,24,37,1,24,2035337,3598653,-2010678,31476898,-19992,2703,1462047
1365,9705141724,45,40,4,1,24,2035337,3595402,-2011347,31539438,-19992,2700,1480547
964,7697459267,15,49,32,1,24,2035337,3592694,-2010930,31586890,-19992,2697,1499031
5090,9250221327,10,31,31,1,24,2035337,3589797,-2011355,31632072,-19992,2694,1517672
1883,8342585341,37,44,37,1,24,2035337,3586782,-2010673,31682018,-19992,2691,1536109
214,7489048361,16,46,0,1,24,2035337,3584180,-2010697,31732046,-19992,2688,1554781
4747,7783923091,32,15,15,1,24,2035337,3581118,-2010928,31789710,-19992,2685,1573281
6128,8782967172,38,36,8,1,24,2035337,3578732,-2014103,31834652,-19992,2683,1591859
5547,8524537885,10,8,38,1,24,2035337,3575413,-2011330,31882288,-19992,2679,1610406
7387,7939694933,12,12,47,1,24,2035337,3572892,-2014364,31927983,-19990,2677,1628953
2702,7623525384,37,24,6,1,24,2035337,3570111,-2012823,31977850,-19990,2675,1647562
3813,88947691810,11,46,0,1,24,2035337,3567297,-2011695,32031635,-19990,2671,1666062
6817,8617773071,25,3,27,1,24,2035337,3564720,-2011502,32077787,-19990,2669,1684656
879,8128549636,19,21,42,1,24,2035337,3562169,-2010704,32127876,-19990,2666,1703219
9941,9263749166,22,12,47,1,24,2035337,3559308,-2012041,32165934,-19992,2664,1721891
2102,82116130910,45,4,45,1,24,2035337,3557155,-2009385,32223632,-19992,2661,1740437
812,8325857795,2,27,25,1,24,2035337,3554054,-2009141,32272794,-19992,2658,1759016
1907,9955411266,15,32,18,1,24,2035337,3551527,-2012792,32322081,-19992,2656,1777641
8741,7397616006,38,36,10,1,24,2035337,3548989,-2009417,32352428,-19992,2653,1796328
3750,86714966410,21,42,43,1,24,2035337,3546605,-2011581,32415356,-19992,2651,1815047
8569,8898233181,13,13,7,1,24,2035337,3544002,-2010241,32463875,-19990,2648,1833750
1409,7102814961,23,46,23,1,24,2035337,3541529,-2009018,32501479,-19992,2646,1852391
7140,9069192991,48,47,48,1,24,2035337,3539126,-2013792,32549784,-19992,2644,1871078
7091,9677777764,23,11,16,1,24,2035337,3536709,-2010976,32594417,-19992,2641,1889844
2081,8863875211,21,42,33,1,24,2035337,3534272,-2010436,32640534,-19992,2639,1908578
1177,8269388625,4,45,35,1,24,2035337,3532105,-2011449,32690709,-19992,2636,1927281
3086,8705098278,31,8,10,1,24,2035337,3529613,-2010365,32729852,-19992,2634,1946031
4442,9882023579,33,33,19,1,24,2035337,3527357,-2010974,32771639,-19992,2632,1964891
6317,8686345892,31,36,31,1,24,2035337,3525284,-2013636,32813479,-19992,2629,1983703
4621,89726794210,31,10,38,1,24,2035337,3522999,-2010561,32848330,-19992,2627,2002484
1953,7089363911,11,0,46,1,24,2035337,3520683,-2010173,32901572,-19992,2625,2021187
47,7798999272,40,45,4,1,24,2035337,3518659,-2009339,32942426,-19992,2622,2039906
8228,74618843410,33,21,43,1,24,2035337,3516402,-2009995,32980113,-19992,2620,2058641
358,8524947274,10,36,8,1,24,2035337,3514561,-2011190,33025943,-19992,2618,2077406
3655,7253017994,10,38,10,1,24,2035337,3512582,-2010029,33078142,-19992,2616,2096312
696,8191964661,25,27,14,1,24,2035337,3510338,-2009498,33110379,-19990,2614,2115047
7526,7445797929,34,41,26,1,24,2035337,3508704,-2010891,33154517,-19992,2612,2133969
1254,7016049375,0,46,16,1,24,2035337,3506627,-2010491,33202543,-19992,2610,2152812
941,7544692699,13,20,20,1,24,2035337,3504841,-2012559,33237936,-19992,2609,2171625
3900,8688485767,33,33,33,1,24,2035337,3502904,-2012535,33291747,-19992,2606,2190547
4199,9155979978,17,18,17,1,24,2035337,3501007,-2010742,33331041,-19990,2605,2209422
6946,8391110775,13,20,7,1,24,2035337,3499274,-2009901,33373009,-19992,2603,2228297
8333,9261090259,10,38,31,1,24,2035337,3497713,-2009927,33414592,-19992,2602,2247219
4859,8678171945,49,17,15,1,24,2035337,3495861,-2009573,33459545,-19992,2600,2265969
2780,7690573728,7,9,20,1,24,2035337,3494046,-2010788,33503391,-19992,2598,2284937
5340,9106711434,23,23,11,1,24,2035337,3492331,-2008552,33541669,-19992,2596,2303859
1357,7593119743,33,21,21,1,24,2035337,3490564,-2010201,33580757,-19992,2594,2322797
6793,8866115485,6,37,6,1,24,2035337,3489027,-2012103,33626779,-19990,2593,2341766
2343,9943716674,20,20,13,1,24,2035337,3487327,-2012815,33665437,-19990,2591,2360594
473,7880841134,42,42,43,1,24,2035337,3485800,-2009972,33711015,-19992,2590,2379578
1953,8719877334,9,13,39,1,24,2035337,3484034,-2009728,33741188,-19992,2588,2398672
7981,7868025525,30,30,22,1,24,2035337,3482299,-2010838,33781628,-19992,2586,2417797
7427,7135722677,26,34,29,1,24,2035337,3480590,-2008617,33827347,-19990,2584,2436906
9443,91146806010,39,20,7,1,24,2035337,3478722,-2008316,33870976,-19992,2582,2455969
3840,9976986239,0,0,11,1,24,2035337,3477146,-2012256,33930948,-19992,2581,2474984
1665,7117870679,4,40,40,1,24,2035337,3475532,-2010906,33969501,-19992,2579,2494031
4407,9106153547,42,21,19,1,24,2035337,3473505,-2009749,34017587,-19990,2578,2513187
4401,8674350381,6,6,44,1,24,2035337,3471825,-2010740,34067127,-19992,2576,2532391
8169,8245531274,33,33,33,1,24,2035337,3470070,-2013188,34127846,-19992,2574,2551547
235,95182560010,3,27,2,1,24,2035337,3468367,-2013764,34170332,-19990,2572,2570578
4955,7341347578,20,39,7,1,24,2035337,3466565,-2012319,34214420,-19992,2570,2589703
6913,9704698162,38,38,8,1,24,2035337,3464627,-2013259,34275259,-19992,2568,2608797
6336,9180820672,2,2,27,1,24,2035337,3462801,-2009930,34311150,-19990,2566,2627953
3388,7081617559,33,19,42,1,24,2035337,3460970,-2008180,34366597,-19992,2565,2647234
5835,8675877963,38,36,36,1,24,2035337,3458834,-2012234,34412169,-19992,2563,2666516
2524,8662365426,4,40,35,1,24,2035337,3457116,-2012684,34454021,-19992,2560,2685812
6196,7635221166,30,30,12,1,24,2035337,3455204,-2009676,34505669,-19992,2559,2704969
2413,80432915810,40,4,1,1,24,2035337,3452866,-2011415,34571916,-19992,2557,2724203
880,7030226107,43,19,43,1,24,2035337,3450680,-2009986,34626562,-19992,2555,2743453
238,7030677054,33,42,33,1,24,2035337,3448976,-2013084,34687075,-19992,2553,2762625
4623,8373612185,44,37,24,1,24,2035337,3446808,-2009431,34749794,-19992,2550,2781922
4221,91241747610,5,44,44,1,24,2035337,3444800,-2008525,34788599,-19990,2548,2801250
8141,7583741144,40,45,4,1,24,2035337,3442553,-2011450,34867149,-19992,2546,2820625
6319,8543799118,44,6,5,1,24,2035337,3440087,-2009825,34913371,-19992,2544,2839937
3754,8417898413,10,36,31,1,24,2035337,3437822,-2011791,34986757,-19992,2542,2859234
8241,8111454838,32,32,17,1,24,2035337,3435477,-2011597,35045853,-19992,2539,2878578
7219,8993483186,38,31,38,1,24,2035337,3433064,-2009612,35109124,-19992,2537,2897937
6046,9348888179,29,28,28,1,24,2035337,3430583,-2009411,35168658,-19992,2534,2917281
115,7455161436,5,6,5,1,24,2035337,3428074,-2012896,35226247,-19992,2532,2936687
9694,7305476577,31,10,38,1,24,2035337,3425248,-2010872,35301575,-19992,2529,2956078
2692,7000446547,46,46,0,1,24,2035337,3422313,-2011607,35371478,-19992,2527,2975453
4001,82638137110,4,4,1,1,24,2035337,3419590,-2010830,35437660,-19992,2524,2994969
2374,8277015705,40,45,1,1,24,2035337,3416641,-2011809,35502530,-19992,2520,3014453
2771,8017542366,41,34,28,1,24,2035337,3413344,-2012444,35575846,-19990,2518,3033891
5673,7088231946,0,16,23,1,24,2035337,3410252,-2007593,35636735,-19992,2514,3053375
5363,8988261332,31,10,38,1,24,2035337,3406747,-2011330,35710824,-19992,2511,3072859
2355,8970393645,24,24,37,1,24,2035337,3403160,-2015537,35795472,-19992,2508,3092328
6454,7915765716,3,25,25,1,24,2035337,3399568,-2010012,35870067,-19992,2504,3111828
3746,8465542736,2,25,27,1,24,2035337,3395707,-2013478,35936083,-19992,2500,3131234
1810,8731085959,47,48,22,1,24,2035337,3391325,-2013009,36010533,-19992,2496,3150672
9317,7169556708,28,29,34,1,24,2035337,3387097,-2011467,36092142,-19992,2492,3170187
824,9980886917,32,18,17,1,24,2035337,3382422,-2012123,36153079,-19992,2487,3189734
5075,8905331848,38,10,31,1,24,2035337,3377298,-2011297,36237329,-19992,2482,3209297
4965,9070483816,1,45,45,1,24,2035337,3371644,-2013531,36325065,-19990,2477,3229016
4173,9045231852,6,44,6,1,24,2035337,3366100,-2008613,36396218,-19992,2471,3248625
3351,7388436976,41,26,26,1,24,2035337,3359495,-2012410,36480913,-19992,2465,3268328
590,8950366285,14,2,25,1,24,2035337,3352369,-2009735,36559076,-19992,2458,3287969
2367,9646562327,14,3,27,1,24,2035337,3344853,-2014091,36646919,-19992,2450,3307625
6830,7459038441,47,30,12,1,24,2035337,3335900,-2012713,36732494,-19992,2442,3327234
7948,7826386582,5,44,6,1,24,2035337,3326486,-2013135,36831413,-19992,2433,3346937
8397,9660780851,49,15,49,1,24,2035337,3315788,-2010944,36918169,-19992,2422,3366781
6093,7433248797,46,23,11,1,24,2035337,3303943,-2014025,37021339,-19990,2411,3386641
5293,9658438492,47,30,22,1,24,2035337,3289968,-2012418,37128762,-19992,2398,3406656
680,7170465228,21,21,42,1,24,2035337,3274353,-2011279,37218066,-19992,2383,3426625
6104,9615853608,28,29,34,1,24,2035337,3256472,-2013778,37337775,-19990,2366,3446875
3379,7097776002,17,15,17,1,24,2035337,3236366,-2010265,37467553,-19990,2346,3466984
9936,8963849386,49,49,15,1,24,2035337,3213150,-2010558,37571176,-19992,2325,3487078
2753,71436434610,22,48,30,1,24,2035337,3186570,-2007770,37697554,-19992,2300,3507328
758,7168970872,13,9,13,1,24,2035337,3156195,-2008612,37821925,-19990,2271,3527562
3138,7609748272,28,26,34,1,24,2035337,3120717,-2009967,37940498,-19992,2237,3547781
7351,9516630001,32,18,49,1,24,2035337,3079310,-2009309,38095645,-19992,2199,3568062
9249,9659497441,35,45,35,1,24,2035337,3030484,-2014400,38221638,-19990,2153,3588328
302,8971598733,2,3,14,1,24,2035337,2971600,-2008868,38388472,-19992,2099,3608594
7956,8655628605,36,36,10,1,24,2035337,2896674,-2013330,38534380,-19992,2031,3628953
4330,9274976255,27,3,25,1,24,2035337,2795891,-2013977,38704031,-19990,1942,3649375
4226,8176580111,35,45,40,1,24,2035337,2657162,-2008370,38891274,-19992,1820,3669875
187,9587731654,19,43,21,1,24,2035337,2475767,-2009435,39162986,-19990,1653,3690234
7935,7239917097,11,11,0,2,24,2025140,4177288,-3331,24648610,-5,0,0
3791,8130842593,28,34,26,2,24,2025140,4176945,-207,24638238,-5,4192,16672
5365,9914940528,29,26,29,2,24,2025140,3969923,-2011916,24706860,-19990,3076,35703
582,9343176241,19,33,33,2,24,2025140,3949775,-2009224,24851564,-19990,3052,53828
2972,9498967593,17,32,49,2,24,2025140,3934641,-2010700,25035895,-19990,3032,71891
45,8735446351,25,3,3,2,24,2025140,3922249,-2012417,25186130,-19990,3018,90047
3876,8943459847,1,1,35,2,24,2025140,3911246,-2010001,25354846,-19990,3009,108313
1094,8960816705,17,15,49,2,24,2025140,3902106,-2009487,25535537,-19990,3001,126391
103,8080290221,49,15,15,2,24,2025140,3893528,-2010423,25710958,-19990,2993,144625
96,9209813406,30,30,30,2,24,2025140,3885719,-2013919,25869652,-19990,2986,162719
7309,7378696667,36,8,8,2,24,2025140,3878470,-2008440,26026600,-19990,2979,180953
8706,9901796127,23,23,23,2,24,2025140,3872076,-2010893,26198974,-19990,2973,199016
3168,9431245998,37,37,44,2,24,2025140,3865543,-2008122,26364219,-19990,2966,217297
6888,7690696579,14,3,27,2,24,2025140,3859272,-2010237,26522525,-19990,2961,235469
7597,9041577013,28,29,26,2,24,2025140,3853489,-2009563,26684113,-19990,2956,253735
2754,8940119794,3,2,25,2,24,2025140,3847887,-2009855,26828134,-19990,2951,271813
4101,8122442679,44,5,24,2,24,2025140,3842387,-2010517,26982505,-19990,2945,290063
9241,9218035128,12,12,48,2,24,2025140,3837361,-2010442,27124637,-19990,2940,308266
1556,9494658758,20,20,9,2,24,2025140,3832181,-2010846,27268615,-19990,2935,326422
9896,7722462325,27,14,27,2,24,2025140,3827448,-2011239,27421992,-19990,2931,344594
5461,7386225248,17,15,49,2,24,2025140,3822767,-2012038,27571642,-19990,2926,362782
6675,9928154941,25,3,27,2,24,2025140,3818284,-2013430,27710881,-19990,2922,381016
7050,8063521126,15,49,49,2,24,2025140,3813538,-2006817,27859763,-19990,2917,399250
3178,9682568142,5,5,24,2,24,2025140,3809017,-2007499,27996294,-19990,2913,417422
5466,8645322967,18,18,18,2,24,2025140,3804663,-2010539,28120170,-19990,2909,435563
9262,7027875253,27,2,3,2,24,2025140,3800461,-2010403,28254509,-19990,2904,453750
2276,7101361251,3,25,3,2,24,2025140,3795875,-2012503,28389407,-19990,2900,472032
2493,8069994439,35,1,40,2,24,2025140,3791303,-2010513,28518006,-19990,2895,490328
5843,97584691810,6,44,6,2,24,2025140,3787013,-2010241,28646947,-19990,2891,508516
2465,8143815986,33,19,19,2,24,2025140,3782609,-2009560,28759471,-19990,2887,526641
7331,9394037349,19,43,21,2,24,2025140,3778003,-2010748,28875388,-19990,2883,544891
7389,9818878153,49,18,15,2,24,2025140,3773625,-2010298,28990986,-19990,2878,563078
7408,7822219207,21,33,21,2,24,2025140,3769414,-2010209,29098496,-19990,2873,581235
4991,9745438825,47,22,47,2,24,2025140,3765085,-2013248,29204687,-19990,2869,599500
1557,9851533773,28,26,34,2,24,2025140,3760938,-2012065,29303257,-19990,2865,617703
5319,7638198121,47,48,12,2,24,2025140,3756763,-2010129,29397368,-19990,2861,636032
2416,9355053304,5,5,24,2,24,2025140,3752783,-2010860,29473483,-19990,2858,654172
4284,9526876867,28,28,26,2,24,2025140,3748857,-2008977,29555228,-19990,2853,672344
6948,8238895103,46,16,11,2,24,2025140,3744757,-2012210,29618997,-19990,2849,690547
2734,8655513089,0,16,11,2,24,2025140,3740619,-2008430,29677748,-19990,2845,708844
5055,7662589866,28,29,26,2,24,2025140,3736673,-2011153,29734404,-19990,2842,727047
1449,9381999452,41,26,41,2,24,2025140,3732970,-2011228,29798615,-19990,2838,745266
2224,9921772882,28,28,41,2,24,2025140,3729114,-2009722,29860595,-19990,2834,763703
8291,8586139471,1,45,40,2,24,2025140,3725452,-2011747,29880725,-19990,2830,782000
4345,9186230052,38,36,38,2,24,2025140,3721597,-2011617,29931784,-19990,2827,800250
9184,7253167096,41,34,41,2,24,2025140,3717954,-2012678,29962211,-19990,2823,818563
3623,7933991114,38,38,31,2,24,2025140,3714160,-2011278,29995236,-19990,2819,836953
2401,9142648081,44,24,6,2,24,2025140,3710279,-2010591,30027816,-19992,2815,855344
3679,8694540711,43,33,33,2,24,2025140,3706739,-2012839,30059427,-19990,2811,873578
9320,7390660619,29,26,28,2,24,2025140,3703398,-2011645,30105838,-19992,2808,891828
2646,9921937357,19,33,43,2,24,2025140,3699511,-2013739,30137110,-19990,2805,910250
8598,7482993506,17,32,32,2,24,2025140,3695969,-2012796,30163929,-19990,2801,928625
4430,92851863610,5,37,37,2,24,2025140,3692302,-2010202,30207602,-19990,2797,947000
1020,9311524381,0,0,46,2,24,2025140,3688897,-2012089,30263328,-19990,2794,965344
8815,7217388602,9,13,39,2,24,2025140,3685284,-2009770,30298316,-19992,2790,983688
6060,9041517543,49,17,49,2,24,2025140,3681720,-2010408,30349189,-19990,2787,1002000
9268,8508674511,33,43,43,2,24,2025140,3678361,-2009414,30394677,-19990,2783,1020344
1947,7411296936,28,29,26,2,24,2025140,3675016,-2010497,30437492,-19990,2780,1038703
7200,8707172498,10,8,10,2,24,2025140,3671515,-2011270,30490536,-19992,2777,1057078
4068,7698797279,41,34,41,2,24,2025140,3668224,-2009687,30536406,-19990,2773,1075422
8063,7664937928,15,18,15,2,24,2025140,3664815,-2007891,30602060,-19990,2770,1093750
7307,8427510952,17,18,32,2,24,2025140,3661729,-2009212,30643608,-19990,2767,1112063
9670,73181497810,20,39,13,2,24,2025140,3658234,-2007382,30693219,-19990,2763,1130485
8767,9638266647,47,48,47,2,24,2025140,3654916,-2009739,30759006,-19990,2760,1148750
5185,7205879533,25,27,3,2,24,2025140,3651736,-2010747,30792296,-19990,2757,1167094
3174,8291936808,10,8,8,2,24,2025140,3648397,-2011023,30846804,-19992,2753,1185438
7648,7105325128,11,23,23,2,24,2025140,3645178,-2014281,30906365,-19990,2750,1203875
8583,9819692771,1,1,4,2,24,2025140,3642037,-2014335,30953873,-19990,2747,1222172
712,7594617936,47,30,22,2,24,2025140,3638943,-2012491,31011895,-19990,2744,1240563
6562,9847999693,17,32,15,2,24,2025140,3635635,-2010214,31059314,-19990,2741,1259094
8193,9445111645,40,40,45,2,24,2025140,3632534,-2013700,31113757,-19990,2737,1277453
7808,8215395771,45,45,4,2,24,2025140,3629554,-2010983,31159468,-19990,2735,1295844
3781,9332538846,13,7,7,2,24,2025140,3626471,-2008804,31224204,-19990,2731,1314391
4341,8437389011,19,21,21,2,24,2025140,3623553,-2010711,31262535,-19990,2728,1332766
3318,8983373282,41,29,41,2,24,2025140,3620115,-2010216,31320404,-19990,2725,1351235
2591,9333321143,13,9,9,2,24,2025140,3617160,-2012031,31372605,-19990,2722,1369688
9734,8006242926,25,27,27,2,24,2025140,3614124,-2011942,31421086,-19992,2719,1388141
3237,8328440184,12,48,22,2,24,2025140,3611030,-2011868,31482331,-19990,2716,1406610
4731,7165736775,46,46,11,2,24,2025140,3608070,-2010410,31522797,-19992,2713,1425188
9524,7958279615,20,9,39,2,24,2025140,3604861,-2010356,31570050,-19992,2710,1443703
5473,9575088078,13,7,20,2,24,2025140,3602002,-2009962,31623291,-19990,2707,1462282
1775,7266174318,25,27,27,2,24,2025140,3599119,-2010989,31679371,-19992,2704,1480672
7187,9252588417,15,18,18,2,24,2025140,3596316,-2009061,31737792,-19992,2701,1499203
397,8975040956,14,14,27,2,24,2025140,3593301,-2012428,31781479,-19990,2698,1517766
875,9525373322,11,46,11,2,24,2025140,3590487,-2009141,31830403,-19990,2695,1536313
7522,8577028384,39,39,13,2,24,2025140,3587705,-2008996,31881962,-19990,2693,1554828
7498,7524090147,11,0,16,2,24,2025140,3584824,-2009980,31926127,-19990,2689,1573422
8947,8713015127,11,16,46,2,24,2025140,3582029,-2011749,31976742,-19992,2687,1591969
7896,7671410204,1,4,45,2,24,2025140,3579207,-2009595,32025487,-19990,2684,1610532
7594,8866753968,13,39,39,2,24,2025140,3576673,-2011514,32071496,-19990,2681,1629235
7498,8110655431,17,32,32,2,24,2025140,3573921,-2011798,32120662,-19992,2679,1647844
3418,9835339914,2,14,25,2,24,2025140,3571090,-2011366,32169855,-19990,2676,1666500
2901,9509853222,0,0,46,2,24,2025140,3568313,-2010079,32219340,-19990,2673,1685094
1800,9571768931,25,2,2,2,24,2025140,3565928,-2009881,32268249,-19990,2671,1703719
880,96109947010,5,24,37,2,24,2025140,3563384,-2010851,32319499,-19992,2668,1722344
7629,7802260796,34,29,28,2,24,2025140,3560707,-2014902,32356658,-19992,2665,1741016
1615,7182369887,28,26,26,2,24,2025140,3557811,-2011840,32405137,-19992,2663,1759703
7668,7079191585,28,29,26,2,24,2025140,3555459,-2010512,32447681,-19990,2660,1778360
5817,8600775667,3,14,14,2,24,2025140,3552955,-2011123,32497243,-19992,2658,1796969
6975,9616172376,30,12,12,2,24,2025140,3550287,-2012947,32545298,-19992,2655,1815625
8419,7367264716,6,44,5,2,24,2025140,3547967,-2009186,32587650,-19992,2653,1834297
5577,97346887910,6,24,24,2,24,2025140,3545573,-2009368,32627163,-19992,2651,1852953
5610,7349771951,46,0,23,2,24,2025140,3543127,-2010942,32665260,-19992,2648,1871657
8940,8450822978,44,24,37,2,24,2025140,3540753,-2010385,32723274,-19990,2646,1890313
3568,8521896082,12,48,12,2,24,2025140,3538466,-2010018,32758682,-19992,2644,1909172
5681,7954311448,29,29,26,2,24,2025140,3536210,-2013619,32809857,-19990,2641,1927875
204,7091916908,23,46,46,2,24,2025140,3533810,-2011344,32858198,-19992,2639,1946672
